"module name","license","repository"
"@radix-ui/react-arrow@1.1.13","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-compose-refs@1.1.4","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-context@1.2.1","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-dialog@1.1.21","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-dismissable-layer@1.1.17","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-focus-guards@1.1.5","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-focus-scope@1.1.14","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-id@1.1.3","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-popper@1.3.5","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-portal@1.1.15","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-presence@1.1.9","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-primitive@2.1.8","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-slot@1.3.1","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-tooltip@1.2.14","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-use-callback-ref@1.1.3","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-use-controllable-state@1.2.5","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-use-effect-event@0.0.4","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-use-layout-effect@1.1.3","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-use-rect@1.1.3","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-use-size@1.1.3","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-visually-hidden@1.2.9","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/rect@1.1.3","MIT","https://github.com/radix-ui/primitives"
"@rc-component/async-validator@6.0.0","MIT","https://github.com/react-component/async-validator"
"@rc-component/cascader@1.17.0","MIT","https://github.com/react-component/cascader"
"@rc-component/checkbox@2.0.0","MIT","https://github.com/react-component/checkbox"
"@rc-component/collapse@1.2.0","MIT","https://github.com/react-component/collapse"
"@rc-component/color-picker@3.1.1","MIT","https://github.com/react-component/color-picker"
"@rc-component/context@2.0.2","MIT","https://github.com/react-component/context"
"@rc-component/dialog@1.10.0","MIT","https://github.com/react-component/dialog"
"@rc-component/drawer@1.4.2","MIT","https://github.com/react-component/drawer"
"@rc-component/dropdown@1.0.3","MIT","https://github.com/react-component/dropdown"
"@rc-component/form@1.8.5","MIT","https://github.com/react-component/field-form"
"@rc-component/image@1.9.0","MIT","https://github.com/react-component/image"
"@rc-component/input-number@1.6.2","MIT","https://github.com/react-component/input-number"
"@rc-component/input@1.3.1","MIT","https://github.com/react-component/input"
"@rc-component/mentions@1.10.0","MIT","https://github.com/react-component/mentions"
"@rc-component/menu@1.4.1","MIT","https://github.com/react-component/menu"
"@rc-component/mini-decimal@1.1.4","MIT","https://github.com/react-component/mini-decimal"
"@rc-component/motion@1.3.3","MIT","https://github.com/react-component/motion"
"@rc-component/mutate-observer@2.0.1","MIT","https://github.com/react-component/mutate-observer"
"@rc-component/notification@2.0.7","MIT","https://github.com/react-component/notification"
"@rc-component/overflow@1.0.1","MIT","https://github.com/react-component/overflow"
"@rc-component/pagination@1.4.0","MIT","https://github.com/react-component/pagination"
"@rc-component/picker@1.11.0","MIT","https://github.com/react-component/picker"
"@rc-component/portal@1.1.2","MIT","https://github.com/react-component/portal"
"@rc-component/portal@2.2.1","MIT","https://github.com/react-component/portal"
"@rc-component/progress@1.0.2","MIT","https://github.com/react-component/progress"
"@rc-component/qrcode@2.0.0","MIT","https://github.com/react-component/qrcode"
"@rc-component/rate@1.0.1","MIT","https://github.com/react-component/rate"
"@rc-component/resize-observer@1.1.2","MIT","https://github.com/react-component/resize-observer"
"@rc-component/segmented@1.3.0","MIT","https://github.com/react-component/segmented"
"@rc-component/select@1.8.2","MIT","https://github.com/react-component/select"
"@rc-component/slider@1.1.1","MIT","https://github.com/react-component/slider"
"@rc-component/steps@1.2.2","MIT","https://github.com/react-component/steps"
"@rc-component/switch@1.0.3","MIT","https://github.com/react-component/switch"
"@rc-component/table@1.10.4","MIT","https://github.com/react-component/table"
"@rc-component/tabs@1.11.0","MIT","https://github.com/react-component/tabs"
"@rc-component/tooltip@1.4.0","MIT","https://github.com/react-component/tooltip"
"@rc-component/tour@2.4.0","MIT","https://github.com/react-component/tour"
"@rc-component/tree-select@1.11.0","MIT","https://github.com/react-component/tree-select"
"@rc-component/tree@1.3.2","MIT","https://github.com/react-component/tree"
"@rc-component/trigger@2.3.1","MIT","https://github.com/react-component/trigger"
"@rc-component/trigger@3.10.1","MIT","https://github.com/react-component/trigger"
"@rc-component/upload@1.1.1","MIT","https://github.com/react-component/upload"
"@rc-component/util@1.12.0","MIT","https://github.com/react-component/util"
"@rc-component/virtual-list@1.4.0","MIT","https://github.com/react-component/virtual-list"
"@reduxjs/toolkit@2.12.0","MIT","https://github.com/reduxjs/redux-toolkit"
"@resvg/resvg-js-linux-x64-gnu@2.4.1","MPL-2.0","https://github.com/yisibl/resvg-js"
"@resvg/resvg-js@2.4.1","MPL-2.0","https://github.com/yisibl/resvg-js"
"@shikijs/core@4.3.1","MIT","https://github.com/shikijs/shiki"
"@shikijs/engine-javascript@4.3.1","MIT","https://github.com/shikijs/shiki"
"@shikijs/engine-oniguruma@4.3.1","MIT","https://github.com/shikijs/shiki"
"@shikijs/langs@4.3.1","MIT","https://github.com/shikijs/shiki"
"@shikijs/primitive@4.3.1","MIT","https://github.com/shikijs/shiki"
"@shikijs/stream@4.3.1","MIT","https://github.com/shikijs/shiki"
"@shikijs/themes@4.3.1","MIT","https://github.com/shikijs/shiki"
"@shikijs/transformers@4.3.1","MIT","https://github.com/shikijs/shiki"
"@shikijs/types@4.3.1","MIT","https://github.com/shikijs/shiki"
"@shikijs/vscode-textmate@10.0.2","MIT","https://github.com/shikijs/vscode-textmate"
"@splinetool/runtime@1.12.98","Custom: https://prod.spline.design/6Wq1Q7YGyM-iab9i/scene.splinecode","https://github.com/splinetool/spline"
"@standard-schema/spec@1.1.0","MIT","https://github.com/standard-schema/standard-schema"
"@standard-schema/utils@0.3.0","MIT","https://github.com/standard-schema/standard-schema"
"@stitches/react@1.2.8","MIT","https://github.com/modulz/stitches"
"@tanstack/history@1.162.0","MIT","https://github.com/TanStack/router"
"@tanstack/query-core@5.101.4","MIT","https://github.com/TanStack/query"
"@tanstack/react-query@5.101.4","MIT","https://github.com/TanStack/query"
"@tanstack/react-router@1.170.18","MIT","https://github.com/TanStack/router"
"@tanstack/react-store@0.9.3","MIT","https://github.com/TanStack/store"
"@tanstack/react-table@8.21.3","MIT","https://github.com/TanStack/table"
"@tanstack/react-virtual@3.14.8","MIT","https://github.com/TanStack/virtual"
"@tanstack/router-core@1.171.15","MIT","https://github.com/TanStack/router"
"@tanstack/store@0.9.3","MIT","https://github.com/TanStack/store"
"@tanstack/table-core@8.21.3","MIT","https://github.com/TanStack/table"
"@tanstack/virtual-core@3.17.6","MIT","https://github.com/TanStack/virtual"
"@tokenlens/core@1.3.0","MIT","https://github.com/xn1cklas/tokenlens"
"@tokenlens/fetch@1.3.0","MIT","https://github.com/xn1cklas/tokenlens"
"@tokenlens/helpers@1.3.1","MIT","https://github.com/xn1cklas/tokenlens"
"@tokenlens/models@1.3.0","MIT","https://github.com/xn1cklas/tokenlens"
"@turf/boolean-clockwise@6.5.0","MIT","https://github.com/Turfjs/turf"
"@turf/clone@6.5.0","MIT","https://github.com/Turfjs/turf"
"@turf/flatten@6.5.0","MIT","https://github.com/Turfjs/turf"
"@turf/helpers@6.5.0","MIT","https://github.com/Turfjs/turf"
"@turf/invariant@6.5.0","MIT","https://github.com/Turfjs/turf"
"@turf/meta@3.14.0","MIT","https://github.com/Turfjs/turf"
"@turf/meta@6.5.0","MIT","https://github.com/Turfjs/turf"
"@turf/rewind@6.5.0","MIT","https://github.com/Turfjs/turf"
"@types/d3-array@3.2.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-axis@3.0.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-brush@3.0.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-chord@3.0.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-color@3.1.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-contour@3.0.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-delaunay@6.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-dispatch@3.0.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-drag@3.0.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-dsv@3.0.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-ease@3.0.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-fetch@3.0.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-force@3.0.10","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-format@3.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-geo@3.1.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-hierarchy@3.1.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-interpolate@3.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-path@3.1.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-polygon@3.0.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-quadtree@3.0.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-random@3.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-scale-chromatic@3.1.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-scale@4.0.9","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-selection@3.0.11","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-shape@3.1.8","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-time-format@4.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-time@3.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-timer@3.0.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-transition@3.0.9","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-zoom@3.0.8","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3@7.4.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/debug@4.1.13","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/estree-jsx@1.0.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/estree@1.0.9","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/geojson@7946.0.16","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/hast@3.0.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/js-cookie@3.0.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/katex@0.16.8","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/linkify-it@5.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/mdast@4.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/mdurl@2.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/mdx@2.0.14","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/ms@2.1.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/parse-json@4.0.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react-dom@19.2.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react@19.2.17","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/trusted-types@2.0.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/unist@2.0.11","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/unist@3.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/use-sync-external-store@0.0.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@ungap/structured-clone@1.3.3","ISC","https://github.com/ungap/structured-clone"
"@upsetjs/venn.js@2.0.0","MIT","https://github.com/upsetjs/venn.js"
"@use-gesture/core@10.3.1","MIT","https://github.com/pmndrs/use-gesture"
"@use-gesture/react@10.3.1","MIT","https://github.com/pmndrs/use-gesture"
"@vercel/oidc@3.2.0","Apache-2.0","https://github.com/vercel/vercel"
"@visactor/react-vchart@2.1.4","MIT","https://github.com/VisActor/VChart"
"@visactor/vchart-extension@2.1.4","MIT","https://github.com/VisActor/VChart"
"@visactor/vchart@2.1.4","MIT","https://github.com/VisActor/VChart"
"@visactor/vdataset@1.0.23","MIT",""
"@visactor/vlayouts@1.0.23","MIT",""
"@visactor/vrender-animate@1.1.5","MIT","https://github.com/VisActor/VRender"
"@visactor/vrender-components@1.1.5","MIT","https://github.com/VisActor/VRender"
"@visactor/vrender-core@1.1.5","MIT","https://github.com/VisActor/VRender"
"@visactor/vrender-kits@1.1.5","MIT","https://github.com/VisActor/VRender"
"@visactor/vrender@1.1.5","MIT","https://github.com/VisActor/VRender"
"@visactor/vscale@1.0.23","MIT",""
"@visactor/vutils-extension@2.1.4","MIT","https://github.com/VisActor/VChart"
"@visactor/vutils@1.0.23","MIT",""
"@workflow/serde@4.1.0","Apache-2.0","https://github.com/vercel/workflow"
"abs-svg-path@0.1.1","MIT","https://github.com/jkroso/abs-svg-path"
"acorn-jsx@5.3.2","MIT","https://github.com/acornjs/acorn-jsx"
"acorn@8.17.0","MIT","https://github.com/acornjs/acorn"
"agent-base@6.0.2","MIT","https://github.com/TooTallNate/node-agent-base"
"ahooks@3.9.7","MIT","https://github.com/alibaba/hooks"
"ai@7.0.37","Apache-2.0","https://github.com/vercel/ai"
"antd-style@4.1.0","MIT","https://github.com/ant-design/antd-style"
"antd@6.5.2","MIT","https://github.com/ant-design/ant-design"
"aria-hidden@1.2.6","MIT","https://github.com/theKashey/aria-hidden"
"array-source@0.0.4","BSD-3-Clause","https://github.com/mbostock/array-source"
"assign-symbols@1.0.0","MIT","https://github.com/jonschlinkert/assign-symbols"
"astring@1.9.0","MIT","https://github.com/davidbonnet/astring"
"asynckit@0.4.0","MIT","https://github.com/alexindigo/asynckit"
"attr-accept@2.2.5","MIT","https://github.com/react-dropzone/attr-accept"
"auto-skeleton-react@1.0.5","MIT","https://github.com/ShanukJ/auto-skeleton"
"axios@1.18.1","MIT","https://github.com/axios/axios"
"babel-plugin-macros@3.1.0","MIT","https://github.com/kentcdodds/babel-plugin-macros"
"bail@2.0.2","MIT","https://github.com/wooorm/bail"
"buffer-from@1.1.2","MIT","https://github.com/LinusU/buffer-from"
"call-bind-apply-helpers@1.0.2","MIT","https://github.com/ljharb/call-bind-apply-helpers"
"callsites@3.1.0","MIT","https://github.com/sindresorhus/callsites"
"ccount@2.0.1","MIT","https://github.com/wooorm/ccount"
"character-entities-html4@2.1.0","MIT","https://github.com/wooorm/character-entities-html4"
"character-entities-legacy@3.0.0","MIT","https://github.com/wooorm/character-entities-legacy"
"character-entities@2.0.2","MIT","https://github.com/wooorm/character-entities"
"character-reference-invalid@2.0.1","MIT","https://github.com/wooorm/character-reference-invalid"
"chroma-js@3.2.0","(BSD-3-Clause AND Apache-2.0)","https://github.com/gka/chroma.js"
"class-variance-authority@0.7.1","Apache-2.0","https://github.com/joe-bell/cva"
"classnames@2.5.1","MIT","https://github.com/JedWatson/classnames"
"clsx@2.1.1","MIT","https://github.com/lukeed/clsx"
"cmdk@1.1.1","MIT","https://github.com/pacocoursey/cmdk"
"collapse-white-space@2.1.0","MIT","https://github.com/wooorm/collapse-white-space"
"color-convert@2.0.1","MIT","https://github.com/Qix-/color-convert"
"color-name@1.1.4","MIT","https://github.com/colorjs/color-name"
"colord@2.9.3","MIT","https://github.com/omgovich/colord"
"combined-stream@1.0.8","MIT","https://github.com/felixge/node-combined-stream"
"comma-separated-tokens@2.0.3","MIT","https://github.com/wooorm/comma-separated-tokens"
"commander@2.20.3","MIT","https://github.com/tj/commander.js"
"commander@7.2.0","MIT","https://github.com/tj/commander.js"
"commander@8.3.0","MIT","https://github.com/tj/commander.js"
"compute-scroll-into-view@3.1.1","MIT","https://github.com/scroll-into-view/compute-scroll-into-view"
"concat-stream@1.4.11","MIT","https://github.com/maxogden/concat-stream"
"concat-stream@2.0.0","MIT","https://github.com/maxogden/concat-stream"
"convert-source-map@1.9.0","MIT","https://github.com/thlorenz/convert-source-map"
"cookie-es@3.1.1","MIT","https://github.com/unjs/cookie-es"
"core-util-is@1.0.3","MIT","https://github.com/isaacs/core-util-is"
"cose-base@1.0.3","MIT","https://github.com/iVis-at-Bilkent/cose-base"
"cose-base@2.2.0","MIT","https://github.com/iVis-at-Bilkent/cose-base"
"cosmiconfig@7.1.0","MIT","https://github.com/davidtheclark/cosmiconfig"
"crelt@1.0.7","MIT","git+https://code.haverbeke.berlin/marijn/crelt"
"csstype@3.2.3","MIT","https://github.com/frenic/csstype"
"cytoscape-cose-bilkent@4.1.0","MIT","https://github.com/cytoscape/cytoscape.js-cose-bilkent"
"cytoscape-fcose@2.2.0","MIT","https://github.com/iVis-at-Bilkent/cytoscape.js-fcose"
"cytoscape@3.34.0","MIT","https://github.com/cytoscape/cytoscape.js"
"d3-array@1.2.4","BSD-3-Clause","https://github.com/d3/d3-array"
"d3-array@3.2.4","ISC","https://github.com/d3/d3-array"
"d3-axis@3.0.0","ISC","https://github.com/d3/d3-axis"
"d3-brush@3.0.0","ISC","https://github.com/d3/d3-brush"
"d3-chord@3.0.1","ISC","https://github.com/d3/d3-chord"
"d3-color@3.1.0","ISC","https://github.com/d3/d3-color"
"d3-contour@4.0.2","ISC","https://github.com/d3/d3-contour"
"d3-delaunay@6.0.4","ISC","https://github.com/d3/d3-delaunay"
"d3-dispatch@3.0.1","ISC","https://github.com/d3/d3-dispatch"
"d3-drag@3.0.0","ISC","https://github.com/d3/d3-drag"
"d3-dsv@2.0.0","BSD-3-Clause","https://github.com/d3/d3-dsv"
"d3-dsv@3.0.1","ISC","https://github.com/d3/d3-dsv"
"d3-ease@3.0.1","BSD-3-Clause","https://github.com/d3/d3-ease"
"d3-fetch@3.0.1","ISC","https://github.com/d3/d3-fetch"
"d3-force@3.0.0","ISC","https://github.com/d3/d3-force"
"d3-format@3.1.2","ISC","https://github.com/d3/d3-format"
"d3-geo@1.12.1","BSD-3-Clause","https://github.com/d3/d3-geo"
"d3-geo@3.1.1","ISC","https://github.com/d3/d3-geo"
"d3-hexbin@0.2.2","BSD-3-Clause","https://github.com/d3/d3-hexbin"
"d3-hierarchy@3.1.2","ISC","https://github.com/d3/d3-hierarchy"
"d3-interpolate@3.0.1","ISC","https://github.com/d3/d3-interpolate"
"d3-path@1.0.9","BSD-3-Clause","https://github.com/d3/d3-path"
"d3-path@3.1.0","ISC","https://github.com/d3/d3-path"
"d3-polygon@3.0.1","ISC","https://github.com/d3/d3-polygon"
"d3-quadtree@3.0.1","ISC","https://github.com/d3/d3-quadtree"
"d3-random@3.0.1","ISC","https://github.com/d3/d3-random"
